"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count
	"Acute Myeloid Leukemia"	"35021"	"Kentucky"	"21"	4232
	"Acute Myeloid Leukemia"	"35021"	"Louisiana"	"22"	4058
	"Acute Myeloid Leukemia"	"35021"	"Maine"	"23"	1598
	"Acute Myeloid Leukemia"	"35021"	"Maryland"	"24"	4948
	"Acute Myeloid Leukemia"	"35021"	"Massachusetts"	"25"	6307
	"Acute Myeloid Leukemia"	"35021"	"Michigan"	"26"	10192
	"Acute Myeloid Leukemia"	"35021"	"Minnesota"	"27"	5526
	"Acute Myeloid Leukemia"	"35021"	"Mississippi"	"28"	2179
	"Acute Myeloid Leukemia"	"35021"	"Missouri"	"29"	6002
	"Acute Myeloid Leukemia"	"35021"	"Montana"	"30"	982
	"Acute Myeloid Leukemia"	"35021"	"Nebraska"	"31"	1795
	"Acute Myeloid Leukemia"	"35021"	"Nevada"	"32"	2068
	"Acute Myeloid Leukemia"	"35021"	"New Hampshire"	"33"	1246
	"Acute Myeloid Leukemia"	"35021"	"New Jersey"	"34"	8736
	"Acute Myeloid Leukemia"	"35021"	"New Mexico"	"35"	1610
	"Acute Myeloid Leukemia"	"35021"	"New York"	"36"	19962
	"Acute Myeloid Leukemia"	"35021"	"North Carolina"	"37"	8533
	"Acute Myeloid Leukemia"	"35021"	"North Dakota"	"38"	684
	"Acute Myeloid Leukemia"	"35021"	"Ohio"	"39"	11090
	"Acute Myeloid Leukemia"	"35021"	"Oklahoma"	"40"	3484
	"Acute Myeloid Leukemia"	"35021"	"Oregon"	"41"	3626
	"Acute Myeloid Leukemia"	"35021"	"Pennsylvania"	"42"	14452
	"Acute Myeloid Leukemia"	"35021"	"Rhode Island"	"44"	1118
	"Acute Myeloid Leukemia"	"35021"	"South Carolina"	"45"	4165
	"Acute Myeloid Leukemia"	"35021"	"South Dakota"	"46"	805
	"Acute Myeloid Leukemia"	"35021"	"Tennessee"	"47"	5638
	"Acute Myeloid Leukemia"	"35021"	"Texas"	"48"	18394
	"Acute Myeloid Leukemia"	"35021"	"Utah"	"49"	1950
	"Acute Myeloid Leukemia"	"35021"	"Vermont"	"50"	639
	"Acute Myeloid Leukemia"	"35021"	"Virginia"	"51"	6376
	"Acute Myeloid Leukemia"	"35021"	"Washington"	"53"	6162
	"Acute Myeloid Leukemia"	"35021"	"West Virginia"	"54"	2130
	"Acute Myeloid Leukemia"	"35021"	"Wisconsin"	"55"	6163
	"Acute Myeloid Leukemia"	"35021"	"Wyoming"	"56"	442
	"Chronic Myeloid Leukemia"	"35022"	"Alabama"	"01"	1661
	"Chronic Myeloid Leukemia"	"35022"	"Alaska"	"02"	239
	"Chronic Myeloid Leukemia"	"35022"	"Arizona"	"04"	2141
	"Chronic Myeloid Leukemia"	"35022"	"Arkansas"	"05"	1209
	"Chronic Myeloid Leukemia"	"35022"	"California"	"06"	13020
	"Chronic Myeloid Leukemia"	"35022"	"Colorado"	"08"	1711
	"Chronic Myeloid Leukemia"	"35022"	"Connecticut"	"09"	1584
	"Chronic Myeloid Leukemia"	"35022"	"Delaware"	"10"	357
	"Chronic Myeloid Leukemia"	"35022"	"District of Columbia"	"11"	170
	"Chronic Myeloid Leukemia"	"35022"	"Florida"	"12"	11437
	"Chronic Myeloid Leukemia"	"35022"	"Georgia"	"13"	3726
	"Chronic Myeloid Leukemia"	"35022"	"Hawaii"	"15"	532
	"Chronic Myeloid Leukemia"	"35022"	"Idaho"	"16"	787
	"Chronic Myeloid Leukemia"	"35022"	"Illinois"	"17"	5384
	"Chronic Myeloid Leukemia"	"35022"	"Indiana"	"18"	2566
	"Chronic Myeloid Leukemia"	"35022"	"Iowa"	"19"	1622
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	1293
	"Chronic Myeloid Leukemia"	"35022"	"Kentucky"	"21"	2088
	"Chronic Myeloid Leukemia"	"35022"	"Louisiana"	"22"	2068
	"Chronic Myeloid Leukemia"	"35022"	"Maine"	"23"	609
	"Chronic Myeloid Leukemia"	"35022"	"Maryland"	"24"	1941
	"Chronic Myeloid Leukemia"	"35022"	"Massachusetts"	"25"	2619
	"Chronic Myeloid Leukemia"	"35022"	"Michigan"	"26"	4478
	"Chronic Myeloid Leukemia"	"35022"	"Minnesota"	"27"	2720
	"Chronic Myeloid Leukemia"	"35022"	"Mississippi"	"28"	995
	"Chronic Myeloid Leukemia"	"35022"	"Missouri"	"29"	2499
	"Chronic Myeloid Leukemia"	"35022"	"Montana"	"30"	505
	"Chronic Myeloid Leukemia"	"35022"	"Nebraska"	"31"	782
	"Chronic Myeloid Leukemia"	"35022"	"Nevada"	"32"	770
	"Chronic Myeloid Leukemia"	"35022"	"New Hampshire"	"33"	562
	"Chronic Myeloid Leukemia"	"35022"	"New Jersey"	"34"	3981
	"Chronic Myeloid Leukemia"	"35022"	"New Mexico"	"35"	824
	"Chronic Myeloid Leukemia"	"35022"	"New York"	"36"	9030
	"Chronic Myeloid Leukemia"	"35022"	"North Carolina"	"37"	4285
	"Chronic Myeloid Leukemia"	"35022"	"North Dakota"	"38"	313
	"Chronic Myeloid Leukemia"	"35022"	"Ohio"	"39"	4336
	"Chronic Myeloid Leukemia"	"35022"	"Oklahoma"	"40"	1556
	"Chronic Myeloid Leukemia"	"35022"	"Oregon"	"41"	1299
	"Chronic Myeloid Leukemia"	"35022"	"Pennsylvania"	"42"	6199
	"Chronic Myeloid Leukemia"	"35022"	"Rhode Island"	"44"	538
	"Chronic Myeloid Leukemia"	"35022"	"South Carolina"	"45"	1971
	"Chronic Myeloid Leukemia"	"35022"	"South Dakota"	"46"	362
	"Chronic Myeloid Leukemia"	"35022"	"Tennessee"	"47"	2517
	"Chronic Myeloid Leukemia"	"35022"	"Texas"	"48"	10046
	"Chronic Myeloid Leukemia"	"35022"	"Utah"	"49"	909
	"Chronic Myeloid Leukemia"	"35022"	"Vermont"	"50"	276
	"Chronic Myeloid Leukemia"	"35022"	"Virginia"	"51"	2411
	"Chronic Myeloid Leukemia"	"35022"	"Washington"	"53"	2879
	"Chronic Myeloid Leukemia"	"35022"	"West Virginia"	"54"	996
	"Chronic Myeloid Leukemia"	"35022"	"Wisconsin"	"55"	3015
	"Chronic Myeloid Leukemia"	"35022"	"Wyoming"	"56"	205
	"Other Leukemias"	"35041-35043"	"Alabama"	"01"	1980
	"Other Leukemias"	"35041-35043"	"Alaska"	"02"	203
	"Other Leukemias"	"35041-35043"	"Arizona"	"04"	2292
	"Other Leukemias"	"35041-35043"	"Arkansas"	"05"	1077
	"Other Leukemias"	"35041-35043"	"California"	"06"	11243
	"Other Leukemias"	"35041-35043"	"Colorado"	"08"	2076
	"Other Leukemias"	"35041-35043"	"Connecticut"	"09"	1503
	"Other Leukemias"	"35041-35043"	"Delaware"	"10"	390
	"Other Leukemias"	"35041-35043"	"District of Columbia"	"11"	178
	"Other Leukemias"	"35041-35043"	"Florida"	"12"	11699
	"Other Leukemias"	"35041-35043"	"Georgia"	"13"	3157
	"Other Leukemias"	"35041-35043"	"Hawaii"	"15"	417
	"Other Leukemias"	"35041-35043"	"Idaho"	"16"	611
	"Other Leukemias"	"35041-35043"	"Illinois"	"17"	4798
	"Other Leukemias"	"35041-35043"	"Indiana"	"18"	2082
	"Other Leukemias"	"35041-35043"	"Iowa"	"19"	1256
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	1124
	"Other Leukemias"	"35041-35043"	"Kentucky"	"21"	1816
	"Other Leukemias"	"35041-35043"	"Louisiana"	"22"	1717
	"Other Leukemias"	"35041-35043"	"Maine"	"23"	531
	"Other Leukemias"	"35041-35043"	"Maryland"	"24"	2296
	"Other Leukemias"	"35041-35043"	"Massachusetts"	"25"	2603
	"Other Leukemias"	"35041-35043"	"Michigan"	"26"	3942
	"Other Leukemias"	"35041-35043"	"Minnesota"	"27"	1796
	"Other Leukemias"	"35041-35043"	"Mississippi"	"28"	929
	"Other Leukemias"	"35041-35043"	"Missouri"	"29"	2959
	"Other Leukemias"	"35041-35043"	"Montana"	"30"	441
	"Other Leukemias"	"35041-35043"	"Nebraska"	"31"	784
	"Other Leukemias"	"35041-35043"	"Nevada"	"32"	1111
	"Other Leukemias"	"35041-35043"	"New Hampshire"	"33"	534
	"Other Leukemias"	"35041-35043"	"New Jersey"	"34"	3756
	"Other Leukemias"	"35041-35043"	"New Mexico"	"35"	721
	"Other Leukemias"	"35041-35043"	"New York"	"36"	7896
	"Other Leukemias"	"35041-35043"	"North Carolina"	"37"	3169
	"Other Leukemias"	"35041-35043"	"North Dakota"	"38"	261
	"Other Leukemias"	"35041-35043"	"Ohio"	"39"	5368
	"Other Leukemias"	"35041-35043"	"Oklahoma"	"40"	2014
	"Other Leukemias"	"35041-35043"	"Oregon"	"41"	1455
	"Other Leukemias"	"35041-35043"	"Pennsylvania"	"42"	5581
	"Other Leukemias"	"35041-35043"	"Rhode Island"	"44"	493
	"Other Leukemias"	"35041-35043"	"South Carolina"	"45"	1773
	"Other Leukemias"	"35041-35043"	"South Dakota"	"46"	310
	"Other Leukemias"	"35041-35043"	"Tennessee"	"47"	2292
	"Other Leukemias"	"35041-35043"	"Texas"	"48"	10072
	"Other Leukemias"	"35041-35043"	"Utah"	"49"	771
	"Other Leukemias"	"35041-35043"	"Vermont"	"50"	204
	"Other Leukemias"	"35041-35043"	"Virginia"	"51"	2527
	"Other Leukemias"	"35041-35043"	"Washington"	"53"	2296
	"Other Leukemias"	"35041-35043"	"West Virginia"	"54"	842
	"Other Leukemias"	"35041-35043"	"Wisconsin"	"55"	2746
	"Other Leukemias"	"35041-35043"	"Wyoming"	"56"	197
	"Other Lymphocytic Leukemia"	"35013"	"Alabama"	"01"	427
	"Other Lymphocytic Leukemia"	"35013"	"Alaska"	"02"	52
	"Other Lymphocytic Leukemia"	"35013"	"Arizona"	"04"	512
	"Other Lymphocytic Leukemia"	"35013"	"Arkansas"	"05"	243
	"Other Lymphocytic Leukemia"	"35013"	"California"	"06"	3049
	"Other Lymphocytic Leukemia"	"35013"	"Colorado"	"08"	765
	"Other Lymphocytic Leukemia"	"35013"	"Connecticut"	"09"	422
	"Other Lymphocytic Leukemia"	"35013"	"Delaware"	"10"	107
	"Other Lymphocytic Leukemia"	"35013"	"District of Columbia"	"11"	40
	"Other Lymphocytic Leukemia"	"35013"	"Florida"	"12"	2986
	"Other Lymphocytic Leukemia"	"35013"	"Georgia"	"13"	736
	"Other Lymphocytic Leukemia"	"35013"	"Hawaii"	"15"	89
	"Other Lymphocytic Leukemia"	"35013"	"Idaho"	"16"	162
	"Other Lymphocytic Leukemia"	"35013"	"Illinois"	"17"	1238
	"Other Lymphocytic Leukemia"	"35013"	"Indiana"	"18"	538
	"Other Lymphocytic Leukemia"	"35013"	"Iowa"	"19"	372
	"Other Lymphocytic Leukemia"	"35013"	"Kansas"	"20"	388
	"Other Lymphocytic Leukemia"	"35013"	"Kentucky"	"21"	400
	"Other Lymphocytic Leukemia"	"35013"	"Louisiana"	"22"	460
	"Other Lymphocytic Leukemia"	"35013"	"Maine"	"23"	186
	"Other Lymphocytic Leukemia"	"35013"	"Maryland"	"24"	524
	"Other Lymphocytic Leukemia"	"35013"	"Massachusetts"	"25"	752
	"Other Lymphocytic Leukemia"	"35013"	"Michigan"	"26"	1061
	"Other Lymphocytic Leukemia"	"35013"	"Minnesota"	"27"	610
	"Other Lymphocytic Leukemia"	"35013"	"Mississippi"	"28"	186
	"Other Lymphocytic Leukemia"	"35013"	"Missouri"	"29"	606
	"Other Lymphocytic Leukemia"	"35013"	"Montana"	"30"	152
	"Other Lymphocytic Leukemia"	"35013"	"Nebraska"	"31"	239
	"Other Lymphocytic Leukemia"	"35013"	"Nevada"	"32"	235
	"Other Lymphocytic Leukemia"	"35013"	"New Hampshire"	"33"	167
	"Other Lymphocytic Leukemia"	"35013"	"New Jersey"	"34"	1063
	"Other Lymphocytic Leukemia"	"35013"	"New Mexico"	"35"	199
	"Other Lymphocytic Leukemia"	"35013"	"New York"	"36"	2281
	"Other Lymphocytic Leukemia"	"35013"	"North Carolina"	"37"	856
	"Other Lymphocytic Leukemia"	"35013"	"North Dakota"	"38"	76
	"Other Lymphocytic Leukemia"	"35013"	"Ohio"	"39"	1200
	"Other Lymphocytic Leukemia"	"35013"	"Oklahoma"	"40"	440
	"Other Lymphocytic Leukemia"	"35013"	"Oregon"	"41"	424
	"Other Lymphocytic Leukemia"	"35013"	"Pennsylvania"	"42"	1518
	"Other Lymphocytic Leukemia"	"35013"	"Rhode Island"	"44"	138
	"Other Lymphocytic Leukemia"	"35013"	"South Carolina"	"45"	396
	"Other Lymphocytic Leukemia"	"35013"	"South Dakota"	"46"	91
	"Other Lymphocytic Leukemia"	"35013"	"Tennessee"	"47"	571
	"Other Lymphocytic Leukemia"	"35013"	"Texas"	"48"	2145
	"Other Lymphocytic Leukemia"	"35013"	"Utah"	"49"	243
	"Other Lymphocytic Leukemia"	"35013"	"Vermont"	"50"	83
	"Other Lymphocytic Leukemia"	"35013"	"Virginia"	"51"	631
	"Other Lymphocytic Leukemia"	"35013"	"Washington"	"53"	736
	"Other Lymphocytic Leukemia"	"35013"	"West Virginia"	"54"	228
	"Other Lymphocytic Leukemia"	"35013"	"Wisconsin"	"55"	765
	"Other Lymphocytic Leukemia"	"35013"	"Wyoming"	"56"	64
	"Acute Monocytic Leukemia"	"35031"	"Alabama"	"01"	149
	"Acute Monocytic Leukemia"	"35031"	"Alaska"	"02"	21
	"Acute Monocytic Leukemia"	"35031"	"Arizona"	"04"	283
	"Acute Monocytic Leukemia"	"35031"	"Arkansas"	"05"	145
	"Acute Monocytic Leukemia"	"35031"	"California"	"06"	1859
	"Acute Monocytic Leukemia"	"35031"	"Colorado"	"08"	233
	"Acute Monocytic Leukemia"	"35031"	"Connecticut"	"09"	146
	"Acute Monocytic Leukemia"	"35031"	"Delaware"	"10"	40
	"Acute Monocytic Leukemia"	"35031"	"District of Columbia"	"11"	23
	"Acute Monocytic Leukemia"	"35031"	"Florida"	"12"	1339
	"Acute Monocytic Leukemia"	"35031"	"Georgia"	"13"	402
	"Acute Monocytic Leukemia"	"35031"	"Hawaii"	"15"	76
	"Acute Monocytic Leukemia"	"35031"	"Idaho"	"16"	83
	"Acute Monocytic Leukemia"	"35031"	"Illinois"	"17"	644
	"Acute Monocytic Leukemia"	"35031"	"Indiana"	"18"	368
	"Acute Monocytic Leukemia"	"35031"	"Iowa"	"19"	218
	"Acute Monocytic Leukemia"	"35031"	"Kansas"	"20"	189
	"Acute Monocytic Leukemia"	"35031"	"Kentucky"	"21"	286
	"Acute Monocytic Leukemia"	"35031"	"Louisiana"	"22"	188
	"Acute Monocytic Leukemia"	"35031"	"Maine"	"23"	61
	"Acute Monocytic Leukemia"	"35031"	"Maryland"	"24"	243
	"Acute Monocytic Leukemia"	"35031"	"Massachusetts"	"25"	328
	"Acute Monocytic Leukemia"	"35031"	"Michigan"	"26"	451
	"Acute Monocytic Leukemia"	"35031"	"Minnesota"	"27"	275
	"Acute Monocytic Leukemia"	"35031"	"Mississippi"	"28"	130
	"Acute Monocytic Leukemia"	"35031"	"Missouri"	"29"	354
	"Acute Monocytic Leukemia"	"35031"	"Montana"	"30"	52
	"Acute Monocytic Leukemia"	"35031"	"Nebraska"	"31"	148
	"Acute Monocytic Leukemia"	"35031"	"Nevada"	"32"	97
	"Acute Monocytic Leukemia"	"35031"	"New Hampshire"	"33"	67
	"Acute Monocytic Leukemia"	"35031"	"New Jersey"	"34"	524
	"Acute Monocytic Leukemia"	"35031"	"New Mexico"	"35"	82
	"Acute Monocytic Leukemia"	"35031"	"New York"	"36"	941
	"Acute Monocytic Leukemia"	"35031"	"North Carolina"	"37"	448
	"Acute Monocytic Leukemia"	"35031"	"North Dakota"	"38"	46
	"Acute Monocytic Leukemia"	"35031"	"Ohio"	"39"	606
	"Acute Monocytic Leukemia"	"35031"	"Oklahoma"	"40"	227
	"Acute Monocytic Leukemia"	"35031"	"Oregon"	"41"	231
	"Acute Monocytic Leukemia"	"35031"	"Pennsylvania"	"42"	730
	"Acute Monocytic Leukemia"	"35031"	"Rhode Island"	"44"	72
	"Acute Monocytic Leukemia"	"35031"	"South Carolina"	"45"	243
	"Acute Monocytic Leukemia"	"35031"	"South Dakota"	"46"	36
	"Acute Monocytic Leukemia"	"35031"	"Tennessee"	"47"	310
	"Acute Monocytic Leukemia"	"35031"	"Texas"	"48"	998
	"Acute Monocytic Leukemia"	"35031"	"Utah"	"49"	119
	"Acute Monocytic Leukemia"	"35031"	"Vermont"	"50"	26
	"Acute Monocytic Leukemia"	"35031"	"Virginia"	"51"	337
	"Acute Monocytic Leukemia"	"35031"	"Washington"	"53"	390
	"Acute Monocytic Leukemia"	"35031"	"West Virginia"	"54"	101
	"Acute Monocytic Leukemia"	"35031"	"Wisconsin"	"55"	342
	"Acute Monocytic Leukemia"	"35031"	"Wyoming"	"56"	22
	"Other Acute Leukemia"	"35041"	"Alabama"	"01"	322
	"Other Acute Leukemia"	"35041"	"Alaska"	"02"	37
	"Other Acute Leukemia"	"35041"	"Arizona"	"04"	525
	"Other Acute Leukemia"	"35041"	"Arkansas"	"05"	175
	"Other Acute Leukemia"	"35041"	"California"	"06"	1907
	"Other Acute Leukemia"	"35041"	"Colorado"	"08"	166
	"Other Acute Leukemia"	"35041"	"Connecticut"	"09"	260
	"Other Acute Leukemia"	"35041"	"Delaware"	"10"	84
	"Other Acute Leukemia"	"35041"	"District of Columbia"	"11"	27
	"Other Acute Leukemia"	"35041"	"Florida"	"12"	1507
	"Other Acute Leukemia"	"35041"	"Georgia"	"13"	530
	"Other Acute Leukemia"	"35041"	"Hawaii"	"15"	76
	"Other Acute Leukemia"	"35041"	"Idaho"	"16"	117
	"Other Acute Leukemia"	"35041"	"Illinois"	"17"	1005
	"Other Acute Leukemia"	"35041"	"Indiana"	"18"	398
	"Other Acute Leukemia"	"35041"	"Iowa"	"19"	216
	"Other Acute Leukemia"	"35041"	"Kansas"	"20"	159
	"Other Acute Leukemia"	"35041"	"Kentucky"	"21"	287
	"Other Acute Leukemia"	"35041"	"Louisiana"	"22"	306
	"Other Acute Leukemia"	"35041"	"Maine"	"23"	101
	"Other Acute Leukemia"	"35041"	"Maryland"	"24"	486
	"Other Acute Leukemia"	"35041"	"Massachusetts"	"25"	469
	"Other Acute Leukemia"	"35041"	"Michigan"	"26"	697
	"Other Acute Leukemia"	"35041"	"Minnesota"	"27"	275
	"Other Acute Leukemia"	"35041"	"Mississippi"	"28"	160
	"Other Acute Leukemia"	"35041"	"Missouri"	"29"	334
	"Other Acute Leukemia"	"35041"	"Montana"	"30"	55
	"Other Acute Leukemia"	"35041"	"Nebraska"	"31"	120
	"Other Acute Leukemia"	"35041"	"Nevada"	"32"	203
	"Other Acute Leukemia"	"35041"	"New Hampshire"	"33"	108
	"Other Acute Leukemia"	"35041"	"New Jersey"	"34"	669
	"Other Acute Leukemia"	"35041"	"New Mexico"	"35"	111
	"Other Acute Leukemia"	"35041"	"New York"	"36"	1297
	"Other Acute Leukemia"	"35041"	"North Carolina"	"37"	483
	"Other Acute Leukemia"	"35041"	"North Dakota"	"38"	31
	"Other Acute Leukemia"	"35041"	"Ohio"	"39"	1143
	"Other Acute Leukemia"	"35041"	"Oklahoma"	"40"	296
	"Other Acute Leukemia"	"35041"	"Oregon"	"41"	234
	"Other Acute Leukemia"	"35041"	"Pennsylvania"	"42"	1077
	"Other Acute Leukemia"	"35041"	"Rhode Island"	"44"	74
	"Other Acute Leukemia"	"35041"	"South Carolina"	"45"	282
	"Other Acute Leukemia"	"35041"	"South Dakota"	"46"	68
	"Other Acute Leukemia"	"35041"	"Tennessee"	"47"	367
	"Other Acute Leukemia"	"35041"	"Texas"	"48"	1759
	"Other Acute Leukemia"	"35041"	"Utah"	"49"	99
	"Other Acute Leukemia"	"35041"	"Vermont"	"50"	22
	"Other Acute Leukemia"	"35041"	"Virginia"	"51"	465
	"Other Acute Leukemia"	"35041"	"Washington"	"53"	344
	"Other Acute Leukemia"	"35041"	"West Virginia"	"54"	159
	"Other Acute Leukemia"	"35041"	"Wisconsin"	"55"	410
	"Other Acute Leukemia"	"35041"	"Wyoming"	"56"	36
	"Aleukemic, Subleukemic and NOS"	"35043"	"Alabama"	"01"	797
	"Aleukemic, Subleukemic and NOS"	"35043"	"Alaska"	"02"	72
	"Aleukemic, Subleukemic and NOS"	"35043"	"Arizona"	"04"	698
	"Aleukemic, Subleukemic and NOS"	"35043"	"Arkansas"	"05"	372
	"Aleukemic, Subleukemic and NOS"	"35043"	"California"	"06"	3312
	"Aleukemic, Subleukemic and NOS"	"35043"	"Colorado"	"08"	556
	"Aleukemic, Subleukemic and NOS"	"35043"	"Connecticut"	"09"	495
	"Aleukemic, Subleukemic and NOS"	"35043"	"Delaware"	"10"	103
	"Aleukemic, Subleukemic and NOS"	"35043"	"District of Columbia"	"11"	58
	"Aleukemic, Subleukemic and NOS"	"35043"	"Florida"	"12"	4596
	"Aleukemic, Subleukemic and NOS"	"35043"	"Georgia"	"13"	1178
	"Aleukemic, Subleukemic and NOS"	"35043"	"Hawaii"	"15"	141
	"Aleukemic, Subleukemic and NOS"	"35043"	"Idaho"	"16"	201
	"Aleukemic, Subleukemic and NOS"	"35043"	"Illinois"	"17"	1465
	"Aleukemic, Subleukemic and NOS"	"35043"	"Indiana"	"18"	628
	"Aleukemic, Subleukemic and NOS"	"35043"	"Iowa"	"19"	350
	"Aleukemic, Subleukemic and NOS"	"35043"	"Kansas"	"20"	267
	"Aleukemic, Subleukemic and NOS"	"35043"	"Kentucky"	"21"	670
	"Aleukemic, Subleukemic and NOS"	"35043"	"Louisiana"	"22"	569
	"Aleukemic, Subleukemic and NOS"	"35043"	"Maine"	"23"	129
	"Aleukemic, Subleukemic and NOS"	"35043"	"Maryland"	"24"	790
	"Aleukemic, Subleukemic and NOS"	"35043"	"Massachusetts"	"25"	761
	"Aleukemic, Subleukemic and NOS"	"35043"	"Michigan"	"26"	1212
	"Aleukemic, Subleukemic and NOS"	"35043"	"Minnesota"	"27"	501
	"Aleukemic, Subleukemic and NOS"	"35043"	"Mississippi"	"28"	354
	"Aleukemic, Subleukemic and NOS"	"35043"	"Missouri"	"29"	1461
	"Aleukemic, Subleukemic and NOS"	"35043"	"Montana"	"30"	141
	"Aleukemic, Subleukemic and NOS"	"35043"	"Nebraska"	"31"	176
	"Aleukemic, Subleukemic and NOS"	"35043"	"Nevada"	"32"	453
	"Aleukemic, Subleukemic and NOS"	"35043"	"New Hampshire"	"33"	138
	"Aleukemic, Subleukemic and NOS"	"35043"	"New Jersey"	"34"	1089
	"Aleukemic, Subleukemic and NOS"	"35043"	"New Mexico"	"35"	248
	"Aleukemic, Subleukemic and NOS"	"35043"	"New York"	"36"	2608
	"Aleukemic, Subleukemic and NOS"	"35043"	"North Carolina"	"37"	1032
	"Aleukemic, Subleukemic and NOS"	"35043"	"North Dakota"	"38"	78
	"Aleukemic, Subleukemic and NOS"	"35043"	"Ohio"	"39"	1784
	"Aleukemic, Subleukemic and NOS"	"35043"	"Oklahoma"	"40"	876
	"Aleukemic, Subleukemic and NOS"	"35043"	"Oregon"	"41"	421
	"Aleukemic, Subleukemic and NOS"	"35043"	"Pennsylvania"	"42"	1678
	"Aleukemic, Subleukemic and NOS"	"35043"	"Rhode Island"	"44"	151
	"Aleukemic, Subleukemic and NOS"	"35043"	"South Carolina"	"45"	615
	"Aleukemic, Subleukemic and NOS"	"35043"	"South Dakota"	"46"	98
	"Aleukemic, Subleukemic and NOS"	"35043"	"Tennessee"	"47"	744
	"Aleukemic, Subleukemic and NOS"	"35043"	"Texas"	"48"	4144
	"Aleukemic, Subleukemic and NOS"	"35043"	"Utah"	"49"	261
	"Aleukemic, Subleukemic and NOS"	"35043"	"Vermont"	"50"	57
	"Aleukemic, Subleukemic and NOS"	"35043"	"Virginia"	"51"	802
	"Aleukemic, Subleukemic and NOS"	"35043"	"Washington"	"53"	666
	"Aleukemic, Subleukemic and NOS"	"35043"	"West Virginia"	"54"	280
	"Aleukemic, Subleukemic and NOS"	"35043"	"Wisconsin"	"55"	927
	"Aleukemic, Subleukemic and NOS"	"35043"	"Wyoming"	"56"	61
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Alabama"	"01"	285
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Alaska"	"02"	21
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Arizona"	"04"	274
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Arkansas"	"05"	142
	"Other Myeloid/Monocytic Leukemia"	"35023"	"California"	"06"	1116
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Colorado"	"08"	356
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Connecticut"	"09"	180
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Delaware"	"10"	56
	"Other Myeloid/Monocytic Leukemia"	"35023"	"District of Columbia"	"11"	30
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Florida"	"12"	1271
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Georgia"	"13"	311
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Hawaii"	"15"	35
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Idaho"	"16"	48
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Illinois"	"17"	446
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Indiana"	"18"	150
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Iowa"	"19"	100
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Kansas"	"20"	121
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Kentucky"	"21"	173
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Louisiana"	"22"	194
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Maine"	"23"	54
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Maryland"	"24"	253
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Massachusetts"	"25"	293
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Michigan"	"26"	521
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	135
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Mississippi"	"28"	99
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Missouri"	"29"	204
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Montana"	"30"	41
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Nebraska"	"31"	101
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Nevada"	"32"	123
	"Other Myeloid/Monocytic Leukemia"	"35023"	"New Hampshire"	"33"	54
	"Other Myeloid/Monocytic Leukemia"	"35023"	"New Jersey"	"34"	411
	"Other Myeloid/Monocytic Leukemia"	"35023"	"New Mexico"	"35"	81
	"Other Myeloid/Monocytic Leukemia"	"35023"	"New York"	"36"	769
	"Other Myeloid/Monocytic Leukemia"	"35023"	"North Carolina"	"37"	350
	"Other Myeloid/Monocytic Leukemia"	"35023"	"North Dakota"	"38"	30
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Ohio"	"39"	635
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Oklahoma"	"40"	175
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Oregon"	"41"	145
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Pennsylvania"	"42"	578
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Rhode Island"	"44"	58
	"Other Myeloid/Monocytic Leukemia"	"35023"	"South Carolina"	"45"	237
	"Other Myeloid/Monocytic Leukemia"	"35023"	"South Dakota"	"46"	17
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Tennessee"	"47"	300
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Texas"	"48"	1026
